id_perevozki,data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,kategorija_perevozki,rasstoyanie_km,gos_nomer_avto,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,id_voditelya,fio_voditelya,kompaniya_perevozchik,punkt_zagruzki,gorod_zagruzki,region_zagruzki,punkt_razgruzki,gorod_razgruzki,region_razgruzki,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,otklonenie_ot_plana_chas,tarif_summa,sebestoimost_perevozki,pribyl,tonnazh_gruza_tonn,obem_gruza_m3,protsent_zagruzki_tonn,protsent_zagruzki_obem,kolichestvo_pozitsiy,kommentariy_perevozki,nalichie_dokumentov
P-001043,2025-07-16 13:03:54,Доставлена,НПО «Матвеева Копылова»,ООО «Цветков-Рогова»,Оборудование,Междугородняя,2110.41,Н581КЕ77,Scania R-series,Фургон,5.0,VOD-3455,Регина Антоновна Костина,Субподрядчик,"с. Камышлов, ш. Народное, д. 95 к. 8/1, 331577",Сочи,Краснодарский край,"с. Пушкинские Горы, бул. Сосновый, д. 22, 197908",Ростов-на-Дону,Ростовская область,2025-07-25 05:47:05,2025-08-12 15:32:20,2025-07-27 08:29:17,-391.05,311319.98,229249.63,82070.35,3.48,9.79,0.7,1.0,59,,Ожидание
P-001044,2025-08-03 05:36:31,Доставлена,"ЗАО «Тихонова, Михайлова и Крылов»",АО «Богданов-Блинов»,Продукты питания,Междугородняя,4342.52,Р839РТ77,MAN TGS,Фургон,5.0,VOD-4207,Зиновьева Любовь Егоровна,Собственный парк,"с. Сосногорск, пер. Владимирский, д. 9 стр. 3/1, 841869",Уфа,Республика Башкортостан,"г. Чермоз, наб. Средняя, д. 63, 521263",Самара,Самарская область,2025-07-02 16:51:56,2025-07-11 10:14:03,2025-08-01 03:55:37,497.69,485662.21,324417.4,161244.81,3.99,10.22,0.8,0.72,53,,Проблема
P-001045,2025-08-15 08:16:03,Доставлена,ИП «Лапин Дмитриева»,НПО «Зайцева-Третьякова»,Опасный груз,Междугородняя,1341.83,Е920АК77,Scania R-series,Фургон,10.0,VOD-6216,Аникита Ермилович Пестов,Собственный парк,"ст. Ершов, ул. Пролетарская, д. 3 стр. 5/9, 684113",Уфа,Республика Башкортостан,"п. Новый Уренгой, наб. Степная, д. 8/1 к. 9, 227746",Воронеж,Воронежская область,2025-07-18 23:00:17,2025-08-20 22:30:17,2025-08-25 22:07:54,119.63,195482.64,136086.69,59395.95,9.69,28.43,0.97,0.78,79,,Ожидание
P-001046,2025-08-19 10:21:17,Отменена,Кордиант,ОАО «Ильин Никитин»,Оборудование,Междугородняя,680.89,Н621КХ77,Volvo FH,Тент,20.0,VOD-7698,София Владиславовна Мухина,Собственный парк,"ст. Калачинск, пр. Красногвардейский, д. 9/3 к. 3/2, 288850",Хабаровск,Хабаровский край,"ст. Старый Оскол, бул. К.Маркса, д. 8 к. 6, 065417",Екатеринбург,Свердловская область,2025-07-14 17:04:59,2025-08-05 17:09:07,2025-08-08 01:04:53,55.93,80122.34,57363.38,22758.96,12.99,37.92,0.65,0.83,34,,Проблема
P-001047,2025-08-30 14:25:27,Доставлена,НПО «Дроздова Дмитриев»,НПО «Комиссарова-Дроздова»,Оборудование,Междугородняя,4771.93,Т836УС77,Volvo FH,Тент,5.0,VOD-5896,Лидия Тарасовна Дьячкова,Собственный парк,"г. Юровск, пр. Санаторный, д. 55, 907178",Мурманск,Мурманская область,"клх Энгельс, ш. Володарского, д. 3 стр. 140, 198454",Челябинск,Челябинская область,2025-08-01 18:16:38,2025-08-02 14:29:11,2025-07-27 14:32:00,-143.95,653978.89,431835.43,222143.46,2.78,8.9,0.56,0.88,42,,Полный пакет
P-001048,2025-08-08 12:29:41,Доставлена,Трест КХМ,ЗАО «Беляев»,ТНП,Междугородняя,2862.0,С247КС77,Volvo FH,Цистерна,10.0,VOD-3264,Воронов Онуфрий Григорьевич,Собственный парк,"ст. Касимов, наб. Островского, д. 1 стр. 725, 517312",Казань,Республика Татарстан,"д. Валдай, бул. Красных Партизан, д. 3, 211349",Челябинск,Челябинская область,2025-07-13 15:39:53,2025-08-20 02:56:31,2025-07-06 19:46:46,-1063.16,311067.28,251960.99,59106.29,8.38,27.03,0.84,0.95,22,,Ожидание
P-001049,2025-08-16 18:09:39,Доставлена,Сони Электроникс (Sony),ООО «Дроздов»,ТНП,Междугородняя,1407.17,Х778КТ77,КАМАЗ 5490,Цистерна,25.0,VOD-6223,Бурова Полина Сергеевна,Субподрядчик,"ст. Истра, пер. Целинный, д. 790 стр. 62, 430092",Уфа,Республика Башкортостан,"п. Неплюевка, бул. Комарова, д. 905 к. 853, 200998",Волгоград,Волгоградская область,2025-07-30 07:34:26,2025-08-06 19:39:36,2025-07-25 10:36:36,-297.05,197076.79,165700.19,31376.6,14.95,50.51,0.6,0.8,75,,Проблема
P-001050,2025-08-05 03:13:39,Доставлена,Матвеев Лимитед,ЗАО «Лазарева-Панфилова»,ТНП,Международная,644.52,С436РМ77,КАМАЗ 5490,Бортовой,5.0,VOD-2623,Олимпий Исидорович Беляев,Субподрядчик,"п. Новый Оскол, ш. Севастопольское, д. 7 стр. 973, 667085",Волгоград,Волгоградская область,"с. Богучар, пер. Пушкинский, д. 73 к. 5, 130093",Сочи,Краснодарский край,2025-07-25 11:01:02,2025-07-29 21:27:27,2025-07-08 15:14:12,-510.22,78571.91,48056.91,30515.0,3.83,11.67,0.77,0.67,58,,Ожидание
P-001051,2025-07-04 14:44:57,Доставлена,АФК Система,Панов Инк,Стройматериалы,Междугородняя,587.11,К722НС77,Scania R-series,Бортовой,5.0,VOD-3234,тов. Блинова Александра Эльдаровна,Собственный парк,"с. Аршан (Бурят.), наб. Портовая, д. 8/4 стр. 587, 054758",Уфа,Республика Башкортостан,"д. Комсомольск-на-Амуре, ул. Воронежская, д. 5 стр. 2, 927441",Красноярск,Красноярский край,2025-07-07 19:05:09,2025-07-20 22:08:38,2025-08-03 22:33:19,336.41,64031.97,46633.82,17398.15,2.92,8.56,0.58,0.87,100,,Ожидание
P-001052,2025-08-30 13:11:12,Доставлена,Белозерова Лтд,Фармкомплект,Оборудование,Междугородняя,4081.26,К501СН77,MAN TGS,Цистерна,25.0,VOD-2179,г-жа Некрасова Василиса Рубеновна,Собственный парк,"г. Кропоткин (Краснод.), пр. Портовый, д. 4/5 к. 75, 534030",Мурманск,Мурманская область,"г. Ребриха, наб. Жукова, д. 9 стр. 7, 569752",Самара,Самарская область,2025-07-08 03:47:25,2025-08-25 13:46:03,2025-08-01 21:05:16,-568.68,509641.54,390740.08,118901.46,16.9,46.05,0.68,0.67,54,,Проблема
P-001053,2025-07-24 00:04:57,Доставлена,Лазарева Лимитед,Никитина Инк,Опасный груз,Междугородняя,1476.91,Р174КС77,Volvo FH,Тент,10.0,VOD-2472,Панфилов Кондрат Трофимович,Собственный парк,"с. Сальск, бул. Цветочный, д. 7/9 стр. 802, 994680",Москва,Московская область,"клх Липецк, пр. Азовский, д. 477 к. 1/8, 591992",Казань,Республика Татарстан,2025-07-10 17:24:13,2025-08-03 23:46:44,2025-08-11 03:42:29,171.93,155710.2,122380.1,33330.1,6.69,18.64,0.67,0.81,74,,Ожидание
P-001054,2025-08-11 20:29:08,Отменена,"ЗАО «Лапин, Маркова и Макаров»",ИП «Кириллов»,Оборудование,Междугородняя,1861.88,О455НА77,КАМАЗ 5490,Бортовой,20.0,VOD-6605,Тарасов Велимир Елизарович,Субподрядчик,"г. Макаров, пр. Мостовой, д. 836, 127968",Санкт-Петербург,Ленинградская область,"г. Заводоуковск, ш. Авиационное, д. 4, 711603",Хабаровск,Хабаровский край,2025-07-04 15:35:40,2025-07-07 15:04:53,2025-08-03 01:57:26,634.88,257056.63,205400.81,51655.82,10.77,33.78,0.54,0.69,6,,Ожидание
P-001055,2025-08-20 17:48:55,Доставлена,"НПО «Родионов, Никифоров и Родионов»",АО «Лихачев Виноградова»,ТНП,Международная,1550.51,К915МН77,Volvo FH,Рефрижератор,25.0,VOD-8050,Кудрявцева Регина Григорьевна,Субподрядчик,"к. Истра, бул. Декабристов, д. 571, 301383",Пермь,Пермский край,"д. Шерегеш, ул. Белорусская, д. 6 стр. 127, 981574",Волгоград,Волгоградская область,2025-07-02 03:17:56,2025-08-24 07:24:48,2025-08-04 15:18:27,-472.11,215167.69,147739.71,67427.98,16.75,58.58,0.67,0.91,50,,Полный пакет
P-001056,2025-08-10 01:08:48,Доставлена,Дьячкова Инкорпорэйтед,РАО «Исакова-Большаков»,Стройматериалы,Междугородняя,3437.5,Р235КС77,Scania R-series,Тент,25.0,VOD-5085,Евгения Степановна Маслова,Субподрядчик,"к. Октябрьский (Башк.), пер. Восьмого Марта, д. 33 стр. 26, 505040",Новосибирск,Новосибирская область,"п. Октябрьское (Хант.), пр. Краснодарский, д. 13 к. 3/9, 794561",Мурманск,Мурманская область,2025-07-01 08:47:49,2025-08-30 17:12:30,2025-08-07 13:16:48,-555.93,386568.99,298616.66,87952.33,17.08,50.1,0.68,0.9,49,,Ожидание
P-001057,2025-08-09 05:54:29,Доставлена,Евсеев Групп,"ОАО «Быкова, Алексеева и Тарасов»",Сырье,Междугородняя,3517.63,О235КТ77,КАМАЗ 5490,Бортовой,20.0,VOD-6536,Гущина Клавдия Кузьминична,Собственный парк,"г. Палана, пр. Краснознаменный, д. 6 стр. 8/1, 323146",Омск,Омская область,"г. Кулунда, бул. Заливный, д. 99, 971462",Санкт-Петербург,Ленинградская область,2025-08-08 13:48:16,2025-08-21 09:42:54,2025-08-16 04:44:00,-124.98,378582.69,308047.89,70534.8,17.62,50.6,0.88,0.99,12,,Полный пакет
P-001058,2025-08-06 08:51:55,Доставлена,Юдин Лимитед,"ЗАО «Васильев, Константинова и Котов»",ТНП,Междугородняя,2050.05,М923СВ77,Scania R-series,Цистерна,10.0,VOD-7927,Алина Михайловна Никитина,Собственный парк,"г. Тында, алл. Лунная, д. 188, 982954",Челябинск,Челябинская область,"клх Курганинск, ул. Мирная, д. 7/1 стр. 2, 497721",Калининград,Калининградская область,2025-08-18 00:36:23,2025-08-18 08:06:23,2025-07-22 13:00:43,-643.09,238261.2,164554.92,73706.28,5.53,13.87,0.55,0.63,43,,Полный пакет
P-001059,2025-08-02 18:52:21,Отменена,ОАО «Сазонов Евдокимова»,НПО «Кириллова-Кабанов»,ТНП,Междугородняя,3209.4,Х842ТК77,Volvo FH,Бортовой,20.0,VOD-5184,Иванна Львовна Овчинникова,Собственный парк,"ст. Уфа, пр. Ленина, д. 131 к. 62, 869922",Мурманск,Мурманская область,"п. Каменск-Уральский, бул. Дарвина, д. 3/2 стр. 986, 288811",Хабаровск,Хабаровский край,2025-07-13 03:19:14,2025-07-31 07:10:50,2025-07-12 20:09:57,-443.01,353283.96,212863.84,140420.12,16.7,56.82,0.83,0.86,16,,Полный пакет
P-001060,2025-07-27 21:00:51,Доставлена,НПО «Носкова-Лыткина»,ОАО «Калинин»,Стройматериалы,Междугородняя,725.32,Н821УЕ77,MAN TGS,Рефрижератор,5.0,VOD-8590,Кулагин Николай Васильевич,Субподрядчик,"с. Урай, наб. Пионерская, д. 8 стр. 5, 978398",Нижний Новгород,Нижегородская область,"д. Верхотурье, ш. Родниковое, д. 669, 491440",Петрозаводск,Республика Карелия,2025-07-23 10:44:18,2025-08-29 06:44:05,2025-08-14 21:19:21,-345.41,78672.78,51986.39,26686.39,4.53,11.8,0.91,0.84,77,,Полный пакет
